,Year of Observation,Insurance Period,Residential,Building Painted,Building Fenced,Garden,Settlement,Building Dimension,Building Type,Date Of Occupancy,Number of Windows,Geo Code,Claim
4901,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,882,4,1970,6,75105,0
4902,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,325,4,1980,4,75105,0
4903,2015,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,400,4,1960,4,75105,1
4904,2013,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,2770,4,1960,4,75105,1
4905,2016,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,2770,4,1960,4,75105,1
4906,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1744,4,1960,4,75105,0
4907,2015,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,536,4,1960,4,75105,0
4908,2014,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,630,4,1960,4,75105,0
4909,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,2756,4,1960,4,75105,0
4910,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1061,4,1980,4,75105,1
4911,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,747,4,1960,4,75105,0
4912,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,550,4,1960,4,75106,0
4913,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2096,4,1960,4,75106,1
4914,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,3225,4,1960,4,75106,1
4915,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1484,4,1960,5,75106,0
4916,2014,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,1530,4,1960,4,75106,0
4917,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1294,4,1900,8,75106,0
4918,2013,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,1535,4,1960,4,75106,0
4919,2015,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,2000,4,1960,4,75106,1
4920,2014,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,7930,4,1900,6,75106,1
4921,2016,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,832,4,1960,4,75106,1
4922,2015,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,627,4,1960,4,75107,0
4923,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,3889,4,1960,4,75107,0
4924,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,560,4,1960,4,75107,1
4925,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1260,4,1890,6,75107,1
4926,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1260,4,1890,6,75107,0
4927,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1555,4,1911,8,75107,0
4928,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2520,4,1950,9,75107,0
4929,2015,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,2565,4,1960,4,75107,1
4930,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2222,4,1960,4,75107,1
4931,2012,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,982,4,1960,4,75107,0
4932,2016,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,425,4,1960,4,75107,0
4933,2012,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1290,4,1960,4,75107,0
4934,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1160,4,1960,4,75108,1
4935,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1900,4,1960,4,75108,0
4936,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2080,4,1900,6,75108,0
4937,2012,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1360,4,1900,8,75108,0
4938,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1975,4,1900,8,75108,0
4939,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1030,4,1900,7,75108,1
4940,2012,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,7500,4,1900,7,75108,1
4941,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,813,4,1960,4,75108,1
4942,2015,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1603,4,1960,4,75108,0
4943,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,510,4,1960,4,75108,0
4944,2013,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,4830,4,1960,4,75109,0
4945,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1765,4,1980,4,75109,0
4946,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1765,4,1980,4,75109,0
4947,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1765,4,1980,4,75109,0
4948,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,656,4,1960,4,75109,0
4949,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2549,4,1900,6,75109,1
4950,2013,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1380,4,1850,5,75109,1
4951,2013,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,1040,4,1930,7,75109,1
4952,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2160,4,1930,6,75109,0
4953,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2457,4,1900,7,75109,0
4954,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2457,4,1900,7,75109,0
4955,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,814,4,1960,4,75109,0
4956,2014,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,814,4,1960,4,75109,0
4957,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1630,4,1960,4,75109,0
4958,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1630,4,1960,4,75109,0
4959,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1140,4,1960,4,75109,0
4960,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1140,4,1960,4,75109,1
4961,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,820,4,1960,4,75109,1
4962,2014,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,1666,4,1960,4,75109,0
4963,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2184,4,1960,4,75109,1
4964,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1081,4,1960,4,75109,0
4965,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1350,4,1880,6,75110,0
4966,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,880,4,1960,4,75110,0
4967,2015,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,880,4,1960,4,75110,0
4968,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1210,4,1910,7,75110,0
4969,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,2091,4,1960,4,75110,1
4970,2015,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,2091,4,1960,4,75110,1
4971,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1000,4,1960,4,75110,0
4972,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,760,4,1960,4,75110,0
4973,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,630,4,1960,4,75110,0
4974,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,286,4,1960,4,75111,0
4975,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1858,4,1960,4,75111,0
4976,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1858,4,1960,4,75111,1
4977,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1200,4,1980,4,75111,0
4978,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,500,4,1900,5,75111,0
4979,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,500,4,1900,5,75111,0
4980,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3750,4,2003,7,75111,1
4981,2016,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,820,4,1960,4,75111,0
4982,2013,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,1400,4,1960,4,75111,0
4983,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,950,4,1920,6,75111,0
4984,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,800,4,1960,4,75112,0
4985,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,900,4,1980,4,75112,0
4986,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,900,4,1980,4,75112,0
4987,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3850,4,1973,9,75112,1
4988,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3850,4,1973,9,75112,1
4989,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3850,4,1973,9,75112,1
4990,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,788,4,1920,7,75112,0
4991,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,951,4,1950,8,75112,0
4992,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1380,4,1900,7,75112,0
4993,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,745,4,1900,5,75112,0
4994,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,745,4,1900,5,75112,0
4995,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1200,4,1954,5,75112,0
4996,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,870,4,1930,6,75112,0
4997,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1432,4,1912,7,75112,0
4998,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2849,4,1901,7,75112,1
4999,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2000,4,1870,6,75112,0
5000,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,1403,4,1960,4,75112,0
5001,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,100,4,1960,4,75112,0
5002,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,830,4,1902,4,75112,0
5003,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,265,4,1960,4,75112,0
5004,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2396,4,1960,4,75113,0
5005,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1717,4,1960,4,75113,0
5006,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,964,4,1900,4,75113,0
5007,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,964,4,1900,4,75113,0
5008,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,964,4,1900,4,75113,0
5009,2013,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,12615,4,1974,10,75113,0
5010,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1000,4,1960,5,75113,0
5011,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2100,4,1900,4,75113,0
5012,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,250,4,1960,2,75113,0
5013,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1630,4,1900,7,75113,1
5014,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2800,4,1995,5,75113,0
5015,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,441,4,1950,3,75113,0
5016,2012,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,394,4,1960,4,75113,0
5017,2015,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,250,4,1960,4,75113,0
5018,2016,6 Months - 1 Year,1,Painted,Fenced,No Garden,Rural area,2146,4,1900,7,75114,0
5019,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,970,4,1960,4,75114,0
5020,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1650,4,1960,4,75114,0
5021,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1650,4,1960,4,75114,1
5022,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,890,4,1960,4,75114,0
5023,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,330,4,1960,4,75114,0
5024,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,3480,4,1960,4,75114,1
5025,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,3480,4,1960,4,75114,1
5026,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,410,4,1960,4,75114,0
5027,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,730,4,1960,4,75114,1
5028,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1528,4,1980,4,75114,0
5029,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,970,4,1960,4,75114,1
5030,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1200,4,1950,6,75114,1
5031,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1065,4,1900,8,75114,1
5032,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1540,4,1900,7,75114,0
5033,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2816,4,1980,2,75114,0
5034,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,900,4,1910,6,75114,1
5035,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2552,4,1998,8,75114,0
5036,2016,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,730,4,1960,4,75114,1
5037,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1600,4,1904,7,75114,1
5038,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1600,4,1904,7,75114,1
5039,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,800,4,1920,7,75114,1
5040,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,2153,4,1960,4,75114,0
5041,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1054,4,1960,4,75114,0
5042,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,900,4,1990,9,75114,0
5043,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1700,4,1910,8,75114,1
5044,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1700,4,1910,8,75114,0
5045,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1547,4,1890,7,75114,1
5046,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1547,4,1890,7,75114,1
5047,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,7612,4,1953,10,75114,1
5048,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2900,4,1956,6,75114,1
5049,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,371,4,1930,6,75114,0
5050,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,265,4,1960,4,75114,0
5051,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,265,4,1960,4,75114,1
5052,2014,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,1820,4,1960,4,75114,0
5053,2012,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,1252,4,1960,4,75114,0
5054,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1130,4,1960,4,75114,1
5055,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1130,4,1960,4,75114,0
5056,2013,6 Months - 1 Year,0,Not Painted,Not Fenced,Has Garden,Urban area,550,4,1960,4,75114,0
5057,2013,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,1235,4,1960,4,75114,1
5058,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1800,4,1980,4,75114,1
5059,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1800,4,1980,4,75114,1
5060,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1500,4,1960,4,75114,0
5061,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1800,4,1980,4,75114,0
5062,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,600,4,1960,4,75114,0
5063,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,3690,4,1960,4,75114,1
5064,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,3690,4,1960,4,75114,1
5065,2014,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,1400,4,1960,4,75115,0
5066,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1355,4,1980,4,75115,0
5067,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1355,4,1980,4,75115,0
5068,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2700,4,1988,4,75115,0
5069,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2700,4,1988,4,75115,0
5070,2016,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,780,4,1960,4,75115,1
5071,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1440,4,1960,4,75115,1
5072,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,850,4,1991,7,75115,0
5073,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1125,4,1955,7,75115,1
5074,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1125,4,1955,7,75115,0
5075,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1170,4,1919,6,75115,0
5076,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1313,4,1910,8,75115,0
5077,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1205,4,1910,6,75115,1
5078,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1205,4,1910,6,75115,0
5079,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,750,4,1960,5,75115,1
5080,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2127,4,1900,7,75115,1
5081,2016,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,1260,4,1950,8,75115,1
5082,2015,6 Months - 1 Year,0,Not Painted,Fenced,No Garden,Rural area,980,4,1930,5,75115,1
5083,2013,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,2275,4,1980,8,75115,0
5084,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1252,4,1980,5,75115,0
5085,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2515,4,2011,6,75115,0
5086,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1500,4,2001,6,75115,0
5087,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,620,4,1900,4,75115,1
5088,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,620,4,1900,4,75115,0
5089,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,620,4,1900,4,75115,0
5090,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1700,4,1896,5,75115,1
5091,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1700,4,1896,5,75115,0
5092,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1339,4,1900,7,75115,0
5093,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,949,4,1960,4,75115,0
5094,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,250,4,1960,4,75115,0
5095,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1000,4,1960,4,75115,0
5096,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,410,4,1960,4,75115,0
5097,2012,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1400,4,1960,4,75115,0
5098,2014,0 - 5 Months,1,Not Painted,Not Fenced,Has Garden,Urban area,3000,4,1960,4,75115,1
5099,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1000,4,1960,4,75115,0
5100,2014,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1000,4,1960,4,75115,0
5101,2015,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,200,4,1960,4,75115,0
5102,2013,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,140,4,1960,4,75115,0
5103,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,100,4,1950,1,75115,1
5104,2016,6 Months - 1 Year,1,Not Painted,Not Fenced,Has Garden,Urban area,1126,4,1960,4,75115,0
5105,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1630,4,1980,4,75115,1
5106,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2750,4,1980,4,75116,0
5107,2014,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,1495,4,1960,4,75116,0
5108,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1040,4,1960,4,75116,0
5109,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2331,4,1960,4,75116,1
5110,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2331,4,1960,4,75116,1
5111,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,2511,4,1960,4,75116,0
5112,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1739,4,1960,4,75116,1
5113,2014,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1739,4,1960,4,75116,1
5114,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1690,4,1960,4,75116,0
5115,2012,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1827,4,1960,4,75116,1
5116,2015,0 - 5 Months,1,Painted,Not Fenced,Has Garden,Urban area,1827,4,1960,4,75116,0
5117,2012,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,380,4,1960,4,75116,0
5118,2014,6 Months - 1 Year,0,Painted,Not Fenced,Has Garden,Urban area,380,4,1960,4,75116,0
5119,2015,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,6880,4,1960,4,75116,0
5120,2013,6 Months - 1 Year,1,Painted,Not Fenced,Has Garden,Urban area,1160,4,1960,4,75116,1
5121,2015,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,3564,4,1953,10,75116,0
5122,2013,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,2330,4,1970,7,75116,0
5123,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1460,4,1900,6,75116,1
5124,2015,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,700,4,1910,5,75116,0
5125,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1785,4,1950,7,75116,1
5126,2014,0 - 5 Months,0,Not Painted,Fenced,No Garden,Rural area,1700,4,1980,9,75116,0
5127,2012,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,3500,4,1900,8,75116,0
5128,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3500,4,1900,8,75116,1
5129,2012,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,1575,4,1950,9,75116,1
5130,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,1575,4,1950,9,75116,0
5131,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2670,4,1950,7,75116,0
5132,2016,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2025,4,1880,7,75116,0
5133,2013,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2650,4,1900,8,75116,1
5134,2014,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,2650,4,1900,8,75116,1
5135,2012,6 Months - 1 Year,1,Not Painted,Fenced,No Garden,Rural area,3950,4,1950,9,75116,1
5136,2012,0 - 5 Months,1,Not Painted,Fenced,No Garden,Rural area,1680,4,1980,5,75116,0
